customer_key,first_purchase,last_purchase
C007266,2014-01-22 21:27:00,2020-12-28 02:46:00
C001246,2014-02-11 11:57:00,2020-12-27 22:25:00
C004986,2014-01-20 14:06:00,2021-01-15 06:06:00
C005312,2014-02-22 17:16:00,2020-12-08 12:31:00
C004911,2014-02-07 00:42:00,2020-11-24 16:29:00
C005529,2014-01-23 13:19:00,2020-12-30 19:05:00
C006449,2014-02-14 03:35:00,2021-01-22 23:09:00
C002317,2014-02-27 02:24:00,2021-01-09 23:35:00
C008660,2014-01-25 18:57:00,2020-12-12 20:39:00
C002960,2014-02-19 16:53:00,2021-01-17 11:56:00
C007088,2014-01-26 18:15:00,2021-01-21 04:38:00
C004646,2014-01-20 15:04:00,2020-11-21 15:35:00
C008822,2014-01-29 07:05:00,2020-12-29 05:23:00
C000658,2014-01-26 14:44:00,2021-01-20 08:24:00
C000299,2014-02-13 18:33:00,2020-12-22 09:26:00
C003659,2014-01-21 17:22:00,2021-01-08 22:43:00
C005869,2014-01-31 10:20:00,2021-01-14 01:25:00
C004759,2014-03-18 20:48:00,2021-01-12 21:07:00
C003980,2014-04-10 11:33:00,2021-01-04 03:18:00
C005300,2014-01-25 13:53:00,2020-11-29 14:58:00
C005521,2014-01-20 21:45:00,2021-01-22 14:15:00
C007997,2014-01-23 22:29:00,2020-12-08 13:23:00
C005393,2014-01-28 13:49:00,2021-01-20 06:57:00
C008469,2014-01-25 19:10:00,2021-01-19 12:43:00
C002869,2014-02-01 09:41:00,2021-01-09 14:22:00
C008941,2014-01-31 06:23:00,2021-01-22 00:59:00
C004229,2014-03-13 23:17:00,2021-01-12 00:35:00
C004839,2014-01-31 05:31:00,2021-01-17 20:25:00
C001530,2014-01-25 00:33:00,2021-01-14 05:18:00
C003587,2014-01-20 20:57:00,2021-01-17 14:40:00
C006818,2014-01-26 14:22:00,2020-12-22 18:33:00
C000109,2014-02-24 10:15:00,2020-12-25 14:23:00
C007076,2014-01-29 16:13:00,2021-01-10 15:43:00
C004006,2014-02-03 22:37:00,2021-01-13 08:18:00
C001772,2014-01-27 15:06:00,2020-10-21 04:31:00
C002233,2014-03-01 00:55:00,2020-12-03 09:32:00
C000736,2014-02-09 12:18:00,2021-01-03 20:24:00
C006884,2014-01-24 23:51:00,2021-01-10 00:43:00
C006924,2014-02-07 02:07:00,2021-01-06 19:53:00
C004057,2014-04-25 12:14:00,2021-01-21 13:55:00
C001276,2014-02-25 11:20:00,2021-01-17 07:10:00
C000726,2014-01-24 02:09:00,2021-01-14 22:34:00
C004181,2014-01-21 02:19:00,2021-01-09 07:26:00
C001844,2014-01-21 04:54:00,2021-01-06 17:11:00
C004191,2014-02-26 12:02:00,2021-01-21 02:08:00
C008182,2014-01-26 07:34:00,2021-01-21 06:03:00
C004081,2014-02-28 20:29:00,2021-01-23 02:18:00
C000663,2014-01-29 03:07:00,2021-01-11 22:33:00
C005674,2014-02-01 21:49:00,2021-01-01 05:19:00
C003379,2014-01-26 20:49:00,2021-01-19 13:37:00
C005573,2014-01-21 12:53:00,2020-11-13 03:15:00
C003155,2014-01-24 02:09:00,2020-12-05 21:17:00
C006949,2014-02-21 05:46:00,2021-01-21 08:20:00
C002130,2014-01-27 23:13:00,2020-12-06 05:11:00
C005474,2014-02-17 19:32:00,2020-12-20 03:00:00
C000675,2014-02-03 11:02:00,2021-01-14 01:54:00
C006891,2014-01-31 05:31:00,2021-01-09 18:42:00
C009041,2014-01-25 06:47:00,2021-01-06 15:17:00
C009102,2014-04-09 17:11:00,2020-11-27 04:50:00
C008077,2014-03-12 19:05:00,2020-12-27 06:44:00
C007889,2014-01-28 06:17:00,2020-12-13 06:28:00
C007271,2014-01-26 14:44:00,2021-01-20 12:20:00
C002797,2014-06-19 02:28:00,2021-01-21 00:10:00
C004710,2014-03-25 18:52:00,2021-01-05 20:00:00
C000311,2014-02-12 20:30:00,2021-01-10 13:36:00
C002264,2014-01-26 08:19:00,2020-12-26 01:41:00
C008504,2014-02-12 01:38:00,2020-11-24 00:10:00
C001427,2014-01-28 04:05:00,2021-01-14 14:43:00
C008138,2014-03-04 09:08:00,2020-12-11 09:55:00
C008997,2014-01-27 02:49:00,2020-12-24 07:32:00
C008067,2014-03-11 09:25:00,2021-01-12 11:41:00
C005137,2014-01-29 22:33:00,2021-01-13 02:56:00
C003187,2014-01-20 14:50:00,2021-01-10 14:14:00
C003263,2014-03-08 16:35:00,2020-12-28 22:50:00
C001326,2014-03-10 22:27:00,2021-01-16 10:13:00
C001517,2014-02-02 12:00:00,2021-01-16 10:24:00
C002443,2014-02-25 19:12:00,2020-12-16 15:52:00
C008613,2014-01-23 21:21:00,2021-01-21 13:55:00
C000458,2014-01-22 04:37:00,2021-01-06 23:49:00
C000008,2014-02-18 16:14:00,2020-12-24 17:19:00
C004044,2014-03-12 09:37:00,2021-01-04 15:23:00
C001374,2014-01-30 13:12:00,2020-12-08 09:11:00
C001267,2014-01-24 21:50:00,2020-09-18 01:59:00
C006185,2014-01-29 22:33:00,2021-01-02 14:57:00
C002061,2014-01-30 20:25:00,2020-11-27 00:54:00
C004032,2014-01-20 20:22:00,2020-12-17 10:25:00
C008425,2014-02-18 01:51:00,2021-01-21 08:20:00
C007765,2014-01-29 11:49:00,2021-01-20 05:23:00
C003568,2014-02-23 15:47:00,2020-12-30 16:20:00
C000520,2014-05-07 00:42:00,2021-01-20 05:29:00
C001639,2014-01-24 02:09:00,2021-01-04 11:57:00
C003494,2014-02-14 14:31:00,2020-10-24 05:42:00
C007116,2014-03-29 09:06:00,2021-01-19 12:17:00
C003222,2014-01-31 10:46:00,2020-12-26 16:51:00
C006327,2014-02-09 08:33:00,2021-01-13 04:41:00
C000907,2014-01-27 04:58:00,2021-01-10 01:56:00
C004449,2014-03-20 04:16:00,2020-12-27 06:44:00
C003111,2014-01-24 05:34:00,2021-01-22 23:09:00
C002122,2014-01-25 17:54:00,2021-01-13 22:16:00
C007511,2014-03-20 07:17:00,2020-12-29 03:15:00
C008305,2014-02-20 19:27:00,2021-01-14 09:20:00
C000292,2014-02-09 23:42:00,2021-01-13 22:06:00
C008027,2014-01-24 00:41:00,2020-12-10 14:54:00
C004954,2014-01-26 14:22:00,2021-01-01 03:36:00
C003578,2014-01-28 09:06:00,2020-12-01 11:47:00
C004891,2014-01-26 13:00:00,2020-12-26 13:06:00
C002632,2014-02-05 09:27:00,2021-01-05 13:53:00
C003955,2014-02-17 20:54:00,2020-11-27 00:05:00
C003390,2014-02-14 16:05:00,2021-01-02 09:33:00
C005636,2014-03-20 22:04:00,2020-12-03 09:14:00
C008251,2014-02-17 16:36:00,2020-12-31 22:00:00
C008642,2014-02-04 15:12:00,2020-12-07 12:05:00
C007899,2014-02-27 09:04:00,2021-01-19 17:59:00
C001973,2014-01-24 20:11:00,2021-01-12 15:00:00
C005185,2014-05-02 23:46:00,2021-01-22 11:35:00
C005710,2014-02-18 17:14:00,2021-01-22 07:30:00
C006206,2014-01-26 04:14:00,2020-12-25 15:26:00
C005091,2014-01-20 21:18:00,2021-01-21 05:04:00
C004430,2014-02-07 09:16:00,2020-11-21 03:50:00
C002727,2014-01-25 13:53:00,2021-01-12 12:27:00
C007106,2014-02-07 02:00:00,2020-12-30 20:02:00
C008410,2014-02-11 15:00:00,2021-01-09 17:47:00
C001218,2014-02-09 06:15:00,2021-01-13 02:56:00
C003024,2014-01-22 07:20:00,2021-01-21 05:01:00
C007175,2014-02-07 18:03:00,2020-11-28 08:42:00
C007646,2014-01-23 16:32:00,2021-01-19 04:31:00
C008131,2014-02-13 12:34:00,2020-12-30 11:06:00
C001359,2014-01-22 19:52:00,2020-12-27 09:23:00
C002320,2014-02-01 06:52:00,2020-12-06 20:44:00
C001438,2014-02-07 02:00:00,2021-01-16 01:56:00
C003399,2014-01-27 06:21:00,2021-01-12 13:14:00
C005702,2014-01-25 15:45:00,2021-01-20 06:44:00
C000960,2014-01-25 09:17:00,2021-01-19 20:36:00
C000301,2014-01-26 13:00:00,2021-01-15 06:51:00
C001962,2014-03-07 03:55:00,2021-01-20 04:33:00
C008204,2014-02-12 10:52:00,2021-01-22 02:27:00
C000984,2014-01-25 06:45:00,2020-09-27 18:07:00
C001234,2014-03-13 20:05:00,2020-12-05 14:18:00
C004472,2014-03-05 15:35:00,2020-12-06 20:44:00
C004981,2014-03-13 07:19:00,2020-12-25 16:17:00
C008046,2014-02-04 01:18:00,2020-11-17 20:12:00
C008240,2014-02-09 05:16:00,2020-11-27 14:01:00
C001402,2014-02-08 15:24:00,2021-01-08 22:27:00
C002345,2014-01-30 07:21:00,2021-01-01 10:27:00
C000239,2014-01-29 09:20:00,2021-01-20 18:52:00
C000822,2014-02-20 19:14:00,2020-12-18 11:04:00
C005660,2014-02-21 15:31:00,2020-12-26 16:00:00
C000743,2014-03-03 15:43:00,2021-01-15 11:47:00
C005328,2014-02-03 21:15:00,2021-01-12 01:46:00
C006585,2014-03-11 17:17:00,2021-01-10 22:57:00
C007964,2014-03-10 18:25:00,2020-12-16 16:23:00
C009170,2014-02-25 17:57:00,2021-01-02 04:33:00
C006489,2014-01-23 16:04:00,2021-01-17 08:01:00
C004179,2014-01-27 02:06:00,2021-01-14 14:43:00
C002495,2014-01-20 21:18:00,2020-12-25 16:56:00
C007726,2014-01-30 20:02:00,2021-01-07 15:43:00
C001160,2014-03-04 13:46:00,2021-01-19 00:21:00
C002813,2014-02-07 12:51:00,2020-12-29 17:55:00
C003514,2014-02-12 21:08:00,2021-01-16 19:01:00
C007489,2014-02-28 10:01:00,2021-01-19 19:35:00
C002333,2014-03-09 22:12:00,2020-12-30 05:58:00
C007667,2014-01-21 06:51:00,2021-01-11 22:33:00
C003995,2014-02-17 16:56:00,2021-01-15 16:06:00
C001028,2014-01-24 17:49:00,2021-01-19 23:40:00
C007629,2014-01-24 19:18:00,2020-11-28 19:53:00
C002943,2014-02-05 23:43:00,2020-12-04 17:12:00
C005846,2014-01-23 07:32:00,2020-12-31 16:05:00
C006230,2014-02-07 15:12:00,2020-12-20 17:10:00
C001491,2014-03-16 04:25:00,2020-11-15 17:40:00
C000174,2014-02-25 05:13:00,2020-12-24 03:34:00
C008105,2014-01-24 00:21:00,2021-01-19 19:06:00
C004297,2014-01-22 02:28:00,2020-09-07 07:05:00
C006510,2014-01-20 22:52:00,2020-12-02 02:16:00
C001697,2014-03-16 05:04:00,2020-12-30 05:49:00
C008623,2014-01-22 00:42:00,2020-12-20 17:10:00
C000412,2014-01-22 04:53:00,2020-12-31 11:00:00
C006452,2014-02-09 17:28:00,2020-11-16 16:09:00
C001569,2014-01-25 12:15:00,2021-01-13 02:56:00
C000357,2014-02-01 22:08:00,2021-01-07 11:18:00
C005778,2014-02-23 08:41:00,2021-01-02 23:34:00
C008451,2014-03-05 08:00:00,2020-12-21 06:28:00
C000810,2014-02-26 20:53:00,2020-12-24 01:59:00
C004696,2014-02-18 18:27:00,2021-01-18 12:50:00
C000579,2014-01-24 00:41:00,2021-01-22 19:57:00
C003828,2014-03-03 21:30:00,2021-01-16 14:04:00
C008098,2014-01-31 16:09:00,2020-12-04 11:44:00
C004752,2014-02-28 06:40:00,2020-12-30 18:17:00
C000226,2014-01-28 22:28:00,2021-01-09 05:52:00
C002014,2014-02-01 19:05:00,2021-01-10 05:55:00
C001279,2014-01-23 02:19:00,2020-11-28 20:18:00
C008846,2014-01-30 20:18:00,2021-01-14 04:19:00
C002110,2014-01-24 00:04:00,2021-01-20 23:44:00
C006602,2014-02-19 01:46:00,2021-01-15 09:46:00
C008877,2014-03-26 15:46:00,2021-01-22 19:35:00
C001317,2014-01-24 00:21:00,2020-12-24 07:21:00
C002656,2014-01-31 06:23:00,2021-01-13 19:03:00
C001127,2014-02-25 19:21:00,2020-11-12 18:57:00
C006397,2014-03-19 07:55:00,2021-01-08 12:35:00
C001686,2014-04-02 10:10:00,2021-01-19 16:04:00
C006100,2014-03-09 15:28:00,2021-01-07 05:10:00
C004003,2014-02-14 03:06:00,2021-01-06 01:38:00
C005633,2014-02-21 21:16:00,2020-12-14 05:13:00
C006155,2014-03-11 09:25:00,2021-01-16 09:37:00
C002921,2014-01-26 11:55:00,2021-01-17 02:19:00
C002305,2014-03-30 12:41:00,2020-12-16 09:11:00
C000342,2014-03-03 23:48:00,2021-01-05 22:12:00
C005154,2014-01-25 06:38:00,2021-01-21 21:13:00
C005383,2014-02-24 00:38:00,2021-01-19 19:06:00
C007699,2014-02-27 08:09:00,2020-09-27 22:07:00
C004540,2014-02-01 06:50:00,2020-12-29 02:58:00
C003938,2014-02-12 10:02:00,2020-12-14 21:48:00
C002225,2014-02-06 19:19:00,2020-11-28 17:46:00
C002662,2014-02-12 09:40:00,2021-01-22 10:41:00
C005677,2014-02-01 06:55:00,2021-01-21 14:08:00
C009036,2014-03-09 05:52:00,2020-12-30 06:57:00
C006020,2014-02-01 05:21:00,2021-01-22 10:32:00
C005885,2014-02-12 05:44:00,2020-12-23 02:59:00
C004079,2014-01-20 14:06:00,2021-01-19 07:49:00
C007655,2014-01-24 12:59:00,2021-01-15 08:27:00
C000528,2014-04-03 08:28:00,2020-11-20 07:46:00
C008074,2014-02-11 09:20:00,2021-01-02 15:01:00
C007312,2014-01-21 12:25:00,2020-12-02 11:03:00
C004711,2014-02-14 08:51:00,2020-12-12 20:50:00
C006365,2014-01-31 09:53:00,2020-11-25 02:31:00
C006381,2014-04-09 23:54:00,2021-01-20 03:30:00
C001783,2014-02-13 18:23:00,2021-01-11 03:44:00
C006145,2014-01-21 22:05:00,2020-12-21 03:24:00
C000759,2014-02-26 23:16:00,2021-01-15 08:27:00
C001428,2014-02-13 13:03:00,2021-01-09 03:19:00
C006690,2014-02-22 06:35:00,2021-01-22 10:31:00
C006915,2014-01-23 07:28:00,2020-12-21 02:49:00
C006278,2014-02-06 18:09:00,2020-11-26 09:21:00
C004429,2014-02-20 19:14:00,2020-12-21 00:47:00
C002595,2014-01-22 12:52:00,2021-01-22 10:31:00
C004667,2014-01-20 20:57:00,2020-12-06 11:26:00
C002355,2014-04-05 01:17:00,2020-11-10 01:41:00
C002965,2014-01-22 21:28:00,2021-01-08 12:04:00
C009093,2014-02-24 10:15:00,2020-12-04 09:36:00
C007955,2014-01-26 14:22:00,2021-01-06 10:57:00
C005689,2014-03-23 01:27:00,2020-12-22 15:48:00
C002546,2014-02-10 01:58:00,2021-01-06 02:39:00
C000181,2014-02-25 20:36:00,2021-01-19 18:02:00
C005929,2014-02-16 13:25:00,2021-01-08 12:44:00
C001850,2014-02-22 03:19:00,2020-12-10 06:02:00
C001974,2014-02-04 01:18:00,2021-01-07 12:33:00
C005285,2014-04-18 18:44:00,2021-01-08 08:18:00
C004084,2014-01-29 17:36:00,2021-01-04 22:47:00
C006074,2014-02-08 10:38:00,2020-12-27 02:22:00
C003561,2014-02-02 23:33:00,2021-01-16 02:24:00
C002323,2014-01-21 21:24:00,2020-10-31 12:33:00
C003200,2014-02-07 10:48:00,2021-01-12 12:27:00
C008134,2014-02-05 01:21:00,2020-12-26 08:19:00
C000068,2014-01-21 22:05:00,2020-12-27 08:20:00
C003027,2014-03-06 14:18:00,2021-01-02 23:30:00
C006506,2014-03-05 03:27:00,2021-01-10 03:42:00
C005116,2014-02-18 09:05:00,2021-01-08 20:20:00
C008367,2014-03-28 09:42:00,2021-01-17 02:19:00
C007589,2014-02-02 05:48:00,2020-12-24 05:04:00
C003502,2014-01-28 13:29:00,2021-01-01 07:31:00
C000293,2014-01-28 11:31:00,2021-01-10 00:43:00
C003895,2014-02-20 05:35:00,2020-12-23 15:33:00
C006464,2014-02-04 14:31:00,2020-12-17 09:27:00
C002485,2014-01-25 00:33:00,2020-12-13 17:31:00
C005127,2014-03-12 17:59:00,2020-10-27 15:20:00
C002970,2014-04-15 09:17:00,2021-01-02 04:19:00
C004998,2014-02-17 20:50:00,2021-01-21 18:28:00
C008533,2014-02-25 05:00:00,2020-12-24 21:11:00
C003311,2014-04-08 05:06:00,2020-12-26 14:23:00
C008154,2014-02-04 10:06:00,2020-11-21 23:16:00
C000900,2014-02-15 17:48:00,2020-12-04 02:38:00
C008485,2014-04-09 20:58:00,2021-01-19 00:21:00
C007797,2014-02-03 07:17:00,2021-01-12 12:27:00
C001481,2014-03-02 03:00:00,2021-01-14 01:25:00
C002437,2014-03-31 02:17:00,2021-01-08 21:11:00
C004957,2014-02-13 20:12:00,2021-01-16 01:48:00
C002150,2014-02-27 23:07:00,2020-11-12 22:38:00
C006953,2014-01-21 22:05:00,2021-01-01 10:59:00
C005106,2014-04-07 22:20:00,2021-01-14 04:35:00
C008754,2014-01-28 04:05:00,2020-12-04 16:44:00
C008639,2014-02-05 15:44:00,2021-01-18 18:56:00
C006655,2014-02-22 10:26:00,2020-12-29 02:58:00
C003014,2014-02-04 16:07:00,2020-12-23 07:47:00
C005234,2014-02-07 22:05:00,2020-11-29 19:15:00
C006029,2014-01-26 14:44:00,2021-01-19 04:31:00
C007055,2014-03-27 06:40:00,2021-01-21 19:12:00
C006066,2014-01-23 13:42:00,2021-01-12 17:59:00
C005439,2014-03-25 18:52:00,2020-12-16 23:24:00
C001447,2014-02-02 12:00:00,2021-01-16 13:08:00
C008704,2014-01-31 17:53:00,2020-12-31 20:31:00
C002294,2014-07-05 22:21:00,2021-01-15 21:28:00
C002178,2014-02-06 20:41:00,2021-01-09 15:59:00
C006575,2014-03-24 14:50:00,2021-01-17 20:54:00
C005036,2014-01-21 06:50:00,2020-12-04 09:04:00
C007362,2014-02-21 12:27:00,2021-01-21 23:15:00
C008389,2014-02-01 17:18:00,2021-01-16 02:02:00
C000624,2014-02-14 16:26:00,2021-01-19 15:18:00
C000249,2014-02-02 02:40:00,2020-12-27 16:48:00
C009181,2014-01-24 18:21:00,2021-01-19 12:43:00
C003406,2014-03-01 01:32:00,2021-01-22 17:02:00
C006444,2014-02-25 06:33:00,2020-12-07 10:18:00
C002324,2014-01-22 19:52:00,2020-11-22 23:15:00
C007524,2014-01-24 17:50:00,2021-01-22 16:51:00
C007261,2014-01-29 09:20:00,2021-01-03 13:04:00
C007560,2014-01-29 03:07:00,2021-01-22 03:28:00
C003975,2014-01-27 06:21:00,2021-01-12 00:33:00
C001532,2014-02-10 02:45:00,2021-01-22 11:35:00
C005629,2014-02-03 10:29:00,2021-01-15 15:40:00
C005712,2014-02-04 08:52:00,2020-12-30 18:17:00
C008656,2014-03-07 14:53:00,2020-12-17 11:55:00
C002532,2014-01-20 18:10:00,2021-01-12 05:53:00
C001615,2014-04-30 04:19:00,2021-01-14 17:54:00
C001147,2014-01-27 02:26:00,2021-01-09 18:42:00
C003280,2014-01-26 15:57:00,2020-12-27 00:10:00
C007131,2014-01-30 17:38:00,2021-01-14 02:03:00
C001692,2014-01-29 19:30:00,2021-01-11 09:52:00
C007196,2014-04-08 04:13:00,2020-11-30 01:15:00
C003674,2014-03-28 18:21:00,2020-12-01 01:07:00
C000208,2014-03-05 09:09:00,2020-12-27 22:25:00
C001705,2014-01-24 05:33:00,2020-10-25 11:14:00
C001526,2014-01-29 21:55:00,2021-01-18 06:59:00
C003246,2014-03-10 01:32:00,2020-12-27 10:16:00
C000681,2014-01-26 20:24:00,2021-01-16 23:24:00
C005602,2014-01-27 03:53:00,2020-12-26 11:14:00
C008837,2014-02-01 16:04:00,2021-01-22 01:42:00
C004806,2014-02-01 06:50:00,2020-12-25 04:32:00
C001918,2014-01-22 04:53:00,2021-01-07 12:33:00
C001922,2014-02-01 05:52:00,2021-01-16 05:53:00
C003108,2014-02-25 09:41:00,2021-01-10 18:14:00
C002099,2014-02-02 02:40:00,2020-12-20 15:59:00
C001680,2014-03-28 07:07:00,2021-01-07 11:20:00
C004913,2014-03-08 01:13:00,2021-01-14 12:05:00
C008813,2014-02-04 13:07:00,2020-11-25 21:10:00
C000750,2014-01-23 20:48:00,2021-01-19 19:06:00
C002673,2014-02-09 06:15:00,2021-01-06 04:33:00
C006030,2014-03-08 23:17:00,2021-01-17 20:31:00
C003546,2014-01-21 15:23:00,2020-12-26 07:55:00
C003070,2014-01-25 12:15:00,2020-12-14 02:57:00
C002838,2014-02-01 06:50:00,2020-12-06 05:14:00
C002887,2014-03-01 17:28:00,2020-12-28 01:46:00
C007443,2014-02-04 15:57:00,2021-01-20 11:27:00
C009070,2014-02-19 01:46:00,2021-01-13 18:41:00
C000592,2014-02-26 18:25:00,2021-01-15 16:38:00
C005856,2014-02-16 23:04:00,2020-12-19 14:14:00
C001860,2014-02-24 14:03:00,2021-01-14 09:20:00
C006641,2014-02-10 14:27:00,2020-12-11 23:28:00
C004520,2014-02-05 01:21:00,2021-01-22 09:59:00
C007995,2014-02-20 02:09:00,2021-01-10 07:44:00
C005453,2014-01-27 12:36:00,2021-01-22 14:40:00
C005348,2014-02-21 07:26:00,2021-01-09 09:18:00
C008220,2014-01-23 13:19:00,2020-12-08 00:11:00
C003918,2014-01-26 17:17:00,2021-01-22 16:51:00
C002368,2014-01-24 04:45:00,2021-01-19 06:35:00
C003436,2014-02-16 15:40:00,2020-12-29 07:25:00
C000120,2014-02-07 15:11:00,2020-12-01 13:16:00
C004775,2014-01-29 09:31:00,2021-01-16 10:24:00
C004683,2014-01-22 10:16:00,2020-12-12 21:32:00
C007009,2014-01-25 17:54:00,2021-01-19 00:21:00
C004485,2014-01-28 07:50:00,2021-01-16 19:01:00
C003258,2014-01-28 11:57:00,2020-12-26 08:07:00
C002197,2014-01-22 02:57:00,2021-01-03 13:04:00
C008935,2014-01-21 01:01:00,2020-12-09 19:03:00
C007351,2014-02-12 09:08:00,2021-01-16 05:35:00
C007040,2014-01-24 23:54:00,2021-01-06 18:24:00
C003480,2014-01-25 06:28:00,2021-01-12 07:54:00
C004549,2014-02-02 10:41:00,2020-10-24 17:22:00
C000709,2014-02-05 19:46:00,2021-01-22 01:35:00
C005896,2014-02-16 01:45:00,2021-01-02 07:15:00
C008976,2014-01-20 18:10:00,2020-12-28 10:40:00
C008671,2014-02-23 15:14:00,2020-12-23 09:30:00
C008332,2014-01-20 22:06:00,2020-11-17 23:05:00
C008737,2014-04-23 23:29:00,2020-09-29 08:46:00
C008983,2014-02-01 09:41:00,2021-01-22 19:35:00
C008723,2014-01-24 09:07:00,2020-12-19 11:08:00
C007851,2014-01-28 11:10:00,2021-01-23 02:47:00
C000347,2014-01-20 21:18:00,2021-01-01 11:50:00
C004348,2014-04-16 14:24:00,2021-01-16 09:37:00
C003210,2014-01-26 08:27:00,2020-09-21 05:14:00
C003684,2014-01-29 23:33:00,2020-12-26 01:41:00
C000278,2014-01-20 20:57:00,2021-01-02 13:46:00
C004885,2014-02-02 02:40:00,2021-01-11 09:06:00
C007549,2014-01-22 23:56:00,2021-01-19 20:34:00
C003361,2014-03-03 18:11:00,2021-01-06 20:23:00
C005888,2014-02-16 16:36:00,2021-01-19 13:37:00
C006388,2014-02-04 16:07:00,2021-01-16 03:14:00
C008295,2014-02-05 08:05:00,2021-01-14 07:48:00
C003948,2014-03-13 07:19:00,2021-01-22 16:09:00
C001117,2014-02-04 08:34:00,2021-01-15 17:12:00
C001501,2014-01-28 01:13:00,2020-11-08 02:24:00
C002708,2014-02-03 17:22:00,2021-01-15 21:21:00
C007640,2014-02-26 17:09:00,2021-01-11 07:51:00
C002876,2014-02-08 04:42:00,2021-01-13 12:21:00
C004457,2014-01-25 10:26:00,2020-12-28 22:29:00
C003171,2014-01-30 15:35:00,2020-12-24 07:06:00
C003450,2014-01-26 20:33:00,2021-01-20 22:14:00
C000313,2014-01-21 03:21:00,2021-01-23 04:38:00
C006502,2014-02-13 18:17:00,2020-12-25 06:11:00
C004724,2014-02-07 19:17:00,2021-01-05 07:01:00
C008605,2014-01-26 20:33:00,2021-01-12 21:07:00
C001833,2014-03-16 03:16:00,2020-12-13 18:36:00
C002425,2014-03-29 18:25:00,2021-01-18 21:18:00
C006110,2014-03-28 18:13:00,2020-12-24 13:32:00
C002285,2014-04-08 01:33:00,2021-01-07 11:31:00
C005073,2014-02-12 21:28:00,2021-01-13 19:21:00
C000611,2014-01-23 04:25:00,2021-01-20 11:27:00
C009155,2014-02-17 05:05:00,2021-01-13 23:59:00
C004706,2014-01-20 15:04:00,2021-01-11 13:03:00
C005274,2014-01-24 00:27:00,2020-12-08 22:35:00
C001150,2014-03-24 11:44:00,2021-01-14 22:34:00
C001269,2014-03-06 20:16:00,2020-12-06 23:20:00
C004436,2014-02-09 00:09:00,2020-12-30 18:41:00
C000030,2014-02-18 09:33:00,2020-12-11 08:03:00
C004654,2014-02-08 12:44:00,2021-01-20 22:14:00
C006622,2014-01-24 08:41:00,2021-01-20 12:20:00
C002006,2014-02-09 00:53:00,2021-01-09 15:59:00
C007770,2014-03-06 08:48:00,2020-12-02 03:54:00
C004553,2014-02-22 08:26:00,2021-01-18 17:18:00
C005051,2014-02-21 08:59:00,2020-12-25 23:25:00
C005687,2014-01-30 22:15:00,2020-12-02 17:12:00
C005449,2014-01-30 19:51:00,2020-12-27 06:44:00
C004719,2014-03-04 10:47:00,2021-01-20 06:57:00
C006962,2014-02-08 04:42:00,2021-01-19 15:18:00
C008371,2014-01-29 03:09:00,2021-01-06 05:39:00
C001330,2014-02-06 18:09:00,2021-01-08 12:35:00
C004213,2014-02-06 23:02:00,2021-01-09 18:21:00
C007576,2014-01-26 15:46:00,2021-01-19 13:37:00
C008033,2014-01-21 09:34:00,2021-01-18 21:18:00
C004319,2014-02-25 10:31:00,2020-12-31 12:52:00
C005872,2014-01-29 11:49:00,2020-09-14 20:26:00
C002173,2014-01-20 21:36:00,2021-01-21 15:09:00
C002963,2014-02-18 11:14:00,2021-01-17 06:23:00
C003985,2014-02-23 15:14:00,2021-01-15 00:24:00
C005435,2014-02-13 20:34:00,2020-12-22 05:47:00
C001915,2014-01-29 22:33:00,2020-12-30 01:42:00
C005456,2014-01-21 05:56:00,2020-12-20 20:34:00
C002034,2014-01-25 01:00:00,2020-11-21 06:53:00
C004618,2014-03-01 23:05:00,2020-12-31 02:57:00
C005415,2014-02-13 11:19:00,2021-01-09 15:59:00
C002236,2014-04-28 05:41:00,2021-01-09 07:26:00
C006717,2014-01-25 06:38:00,2021-01-22 05:08:00
C008773,2014-01-26 14:44:00,2021-01-22 16:36:00
C008651,2014-01-23 08:55:00,2021-01-18 15:36:00
C003616,2014-02-03 15:51:00,2021-01-10 02:53:00
C007762,2014-02-01 17:18:00,2020-12-29 03:24:00
C007610,2014-02-10 01:58:00,2020-12-30 12:41:00
C008765,2014-01-25 09:17:00,2021-01-22 00:22:00
C003169,2014-03-03 15:11:00,2020-12-03 02:36:00
C002314,2014-01-21 07:00:00,2021-01-18 22:52:00
C008663,2014-02-16 08:34:00,2020-09-04 04:04:00
C001008,2014-02-23 14:26:00,2021-01-18 20:39:00
C003401,2014-01-27 23:13:00,2021-01-19 17:26:00
C006244,2014-02-07 18:51:00,2020-12-25 18:56:00
C005109,2014-01-28 22:28:00,2021-01-21 19:12:00
C007029,2014-03-20 14:16:00,2021-01-19 15:18:00
C006877,2014-03-13 21:35:00,2021-01-17 14:40:00
C008398,2014-02-20 02:09:00,2021-01-04 02:12:00
C001306,2014-02-14 08:05:00,2021-01-14 12:38:00
C003410,2014-01-28 20:07:00,2021-01-21 02:39:00
C004001,2014-01-24 00:41:00,2020-11-24 18:56:00
C002841,2014-01-20 20:22:00,2020-12-02 18:03:00
C004190,2014-01-30 15:12:00,2021-01-13 16:05:00
C003633,2014-01-31 07:51:00,2020-12-16 15:52:00
C005396,2014-03-20 04:50:00,2021-01-09 10:33:00
C000092,2014-03-16 12:01:00,2020-12-03 22:38:00
C001277,2014-04-09 16:47:00,2021-01-09 05:48:00
C000725,2014-01-21 07:00:00,2021-01-06 23:49:00
C008980,2014-02-02 17:15:00,2020-11-21 15:35:00
